claim_id,claim,gold_label,condition,model,predicted_label,explanation,rouge_score,raw_response
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"The provided claim does not provide enough information to determine whether it supports, refutes, or is neutral regarding the statement that the Josh Thurlow historical fiction novels were written by Homer Hickman. To confirm if the claim supports the statement, one would need evidence that Homer Hickman indeed wrote the Josh Thurlow novels. If the claim states that Homer Hickman did not write the Josh Thurlow novels, it would refute the given statement. However, without additional context or information, it is impossible to determine whether the claim supports or refutes the original statement.",0.0211,"Label: NOT ENOUGH INFO
Explanation: The provided claim does not provide enough information to determine whether it supports, refutes, or is neutral regarding the statement that the Josh Thurlow historical fiction novels were written by Homer Hickman. To confirm if the claim supports the statement, one would need evidence that Homer Hickman indeed wrote the Josh Thurlow novels. If the claim states that Homer Hickman did not write the Josh Thurlow novels, it would refute the given statement. However, without additional context or information, it is impossible to determine whether the claim supports or refutes the original statement."
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence, Homer Hickam, is the author of several non-fiction works, most notably ""Rocket Boys"" which was later adapted into the film ""October Sky."" However, there's no evidence to support that he wrote the Josh Thurlow historical fiction novels. Therefore, we cannot conclusively determine whether the claim is true or false based on the given evidence.",0.0656,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, Homer Hickam, is the author of several non-fiction works, most notably ""Rocket Boys"" which was later adapted into the film ""October Sky."" However, there's no evidence to support that he wrote the Josh Thurlow historical fiction novels. Therefore, we cannot conclusively determine whether the claim is true or false based on the given evidence."
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"The claim states that Jeb Bush is the younger male sibling of George W. Bush, which is indeed true, as Jeb Bush was born after George W. Bush in 1953. This information supports the statement.",0.1081,"Label: SUPPORTS
Explanation: The claim states that Jeb Bush is the younger male sibling of George W. Bush, which is indeed true, as Jeb Bush was born after George W. Bush in 1953. This information supports the statement."
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not specify that Jeb Bush is the younger brother of George W. Bush, only that he is a brother. Therefore, it's not possible to confirm or refute this claim based on the given information.",0.0976,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not specify that Jeb Bush is the younger brother of George W. Bush, only that he is a brother. Therefore, it's not possible to confirm or refute this claim based on the given information."
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_1,mistral:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"The claim does not specify the year or the exact TV show or movie for which Kyle MacLachlan won the award, making it difficult to verify the accuracy of the statement.",0.1212,"Label: NOT ENOUGH INFO
Explanation: The claim does not specify the year or the exact TV show or movie for which Kyle MacLachlan won the award, making it difficult to verify the accuracy of the statement."
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not mention any specific award called ""Golden Globe"" that Kyle MacLachlan has won for the category of Best Actor, so it is not enough information to support or refute the claim.",0.1081,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not mention any specific award called ""Golden Globe"" that Kyle MacLachlan has won for the category of Best Actor, so it is not enough information to support or refute the claim."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_1,mistral:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO.
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"The claim does not provide sufficient information to determine whether it supports or refutes any specific statement. It states that Samsung entered the shipbuilding industry, but does not specify if this was a successful venture or not, nor does it compare it with other companies or industries.",0.0417,"Label: NOT ENOUGH INFO
Explanation: The claim does not provide sufficient information to determine whether it supports or refutes any specific statement. It states that Samsung entered the shipbuilding industry, but does not specify if this was a successful venture or not, nor does it compare it with other companies or industries."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not specify that Samsung entered the shipbuilding industry during the 1970s. While it is known that Samsung has a presence in various industries, there is no concrete evidence to support or refute the claim about their entry into shipbuilding during the 1970s.",0.0426,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not specify that Samsung entered the shipbuilding industry during the 1970s. While it is known that Samsung has a presence in various industries, there is no concrete evidence to support or refute the claim about their entry into shipbuilding during the 1970s."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_1,mistral:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"The claim only states that Papua, which is a region in Indonesia, comprises all of Indonesian New Guinea and was cultured. However, it does not provide any context or evidence to support whether this is true or false. More information is needed to make an accurate classification.",0.0408,"Label: NOT ENOUGH INFO
Explanation: The claim only states that Papua, which is a region in Indonesia, comprises all of Indonesian New Guinea and was cultured. However, it does not provide any context or evidence to support whether this is true or false. More information is needed to make an accurate classification."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The evidence provided only mentions the province of Papua, which is a part of Indonesia's Western New Guinea region, but does not cover all of Indonesian New Guinea. Additionally, the evidence does not provide any information about cultivation in this specific area or during a particular period, so it cannot support or refute the claim that all of Indonesian New Guinea was cultured.",0.0303,"Label: NOT ENOUGH INFO
Explanation: The evidence provided only mentions the province of Papua, which is a part of Indonesia's Western New Guinea region, but does not cover all of Indonesian New Guinea. Additionally, the evidence does not provide any information about cultivation in this specific area or during a particular period, so it cannot support or refute the claim that all of Indonesian New Guinea was cultured."
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"The claim that Ernest Medina participated in the My Lai Massacre is supported by historical evidence, as he was one of the commanders present during the event and was later court-martialed for his involvement.",0.1081,"Label: SUPPORTS
Explanation: The claim that Ernest Medina participated in the My Lai Massacre is supported by historical evidence, as he was one of the commanders present during the event and was later court-martialed for his involvement."
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not contain any information that directly supports or refutes the claim that Ernest Medina participated in the My Lai Massacre. To make a definitive classification, further evidence is needed to establish a connection between Medina and the events of the massacre.",0.0851,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not contain any information that directly supports or refutes the claim that Ernest Medina participated in the My Lai Massacre. To make a definitive classification, further evidence is needed to establish a connection between Medina and the events of the massacre."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"Hammer Film Productions is well-known for producing many iconic horror films such as ""Dracula,"" ""Frankenstein,"" and ""The Mummy."" Therefore, the claim that they have worked on horror movies supports this fact.",0.1714,"Label: SUPPORTS
Explanation: Hammer Film Productions is well-known for producing many iconic horror films such as ""Dracula,"" ""Frankenstein,"" and ""The Mummy."" Therefore, the claim that they have worked on horror movies supports this fact."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_3,mistral:latest,SUPPORTS,"The evidence provided, Hammer Film Productions, is known for producing a significant number of horror films such as ""Dracula,"" ""Frankenstein,"" and ""The Mummy"" series during the mid-20th century. Therefore, the claim that Hammer Film Productions has worked on horror movies can be supported by this evidence.",0.12,"Label: SUPPORTS
Explanation: The evidence provided, Hammer Film Productions, is known for producing a significant number of horror films such as ""Dracula,"" ""Frankenstein,"" and ""The Mummy"" series during the mid-20th century. Therefore, the claim that Hammer Film Productions has worked on horror movies can be supported by this evidence."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"Salman Rushdie, a renowned author, has indeed won several prestigious literary prizes over the course of his career, including the Booker Prize for 'Midnight's Children', and the Best of Booker Prize for that same novel. This claim supports this fact.",0.093,"Label: SUPPORTS
Explanation: Salman Rushdie, a renowned author, has indeed won several prestigious literary prizes over the course of his career, including the Booker Prize for 'Midnight's Children', and the Best of Booker Prize for that same novel. This claim supports this fact."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_3,mistral:latest,SUPPORTS,"Salman Rushdie has indeed won several significant literary prizes throughout his career, such as the Booker Prize for ""Midnight's Children"" in 1981 and the Best of Bookers prize for the same novel in 2008. Furthermore, he was also awarded the Knight Bachelor by Queen Elizabeth II in the 2007 New Year Honours. These accolades support the claim that Salman Rushdie has won a literary prize.",0.0588,"Label: SUPPORTS
Explanation: Salman Rushdie has indeed won several significant literary prizes throughout his career, such as the Booker Prize for ""Midnight's Children"" in 1981 and the Best of Bookers prize for the same novel in 2008. Furthermore, he was also awarded the Knight Bachelor by Queen Elizabeth II in the 2007 New Year Honours. These accolades support the claim that Salman Rushdie has won a literary prize."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,The claim does not provide enough context or reference to a reliable source that verifies whether David Lloyd George has been officially named as one of the 100 Greatest Britons.,0.1818,"Label: NOT ENOUGH INFO
Explanation: The claim does not provide enough context or reference to a reliable source that verifies whether David Lloyd George has been officially named as one of the 100 Greatest Britons."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not confirm or deny that David Lloyd George was named one of the 100 Greatest Britons, as it only mentions his name without any context regarding lists or rankings. More information is needed to classify this claim as either SUPPORTS or REFUTES.",0.1224,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not confirm or deny that David Lloyd George was named one of the 100 Greatest Britons, as it only mentions his name without any context regarding lists or rankings. More information is needed to classify this claim as either SUPPORTS or REFUTES."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"The claim that ""Dilwame Dulhania Le Jayenge was partially filmed in Switzerland"" is supported by the fact that various scenes from this iconic Bollywood movie were indeed shot in Switzerland, particularly around the towns of Interlaken and Meiringen.",0.1429,"Label: SUPPORTS
Explanation: The claim that ""Dilwame Dulhania Le Jayenge was partially filmed in Switzerland"" is supported by the fact that various scenes from this iconic Bollywood movie were indeed shot in Switzerland, particularly around the towns of Interlaken and Meiringen."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_3,mistral:latest,SUPPORTS,"The movie ""Dilwale Dulhania Le Jayenge"" (1995) indeed features scenes that were filmed in Switzerland, particularly in the towns of Interlaken and Meiringen. This is confirmed by various sources such as IMDB's trivia section for the film, travel guides, and articles dedicated to its locations.",0.16,"Label: SUPPORTS
Explanation: The movie ""Dilwale Dulhania Le Jayenge"" (1995) indeed features scenes that were filmed in Switzerland, particularly in the towns of Interlaken and Meiringen. This is confirmed by various sources such as IMDB's trivia section for the film, travel guides, and articles dedicated to its locations."
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_1,mistral:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO.
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"The claim does mention a location where someone (John S. McCain Jr.) grew up, but it does not provide any information to support, refute, or verify this statement. More context or evidence would be needed for a definitive classification.",0.186,"Label: NOT ENOUGH INFO
Explanation: The claim does mention a location where someone (John S. McCain Jr.) grew up, but it does not provide any information to support, refute, or verify this statement. More context or evidence would be needed for a definitive classification."
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not specify where John S. McCain Jr. grew up, so we cannot definitively say whether the claim supports, refutes, or provides insufficient information about his early life.",0.2286,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not specify where John S. McCain Jr. grew up, so we cannot definitively say whether the claim supports, refutes, or provides insufficient information about his early life."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_1,mistral:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"While there have been artistic representations of the extinct Dodo bird with a green beak, it's important to note that these depictions are often based on speculation rather than actual evidence. The true color of a Dodo's beak remains unknown as there is no surviving specimen to verify this claim.",0.0377,"Label: NOT ENOUGH INFO
Explanation: While there have been artistic representations of the extinct Dodo bird with a green beak, it's important to note that these depictions are often based on speculation rather than actual evidence. The true color of a Dodo's beak remains unknown as there is no surviving specimen to verify this claim."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not specify the color of a Dodo's beak, and therefore there is insufficient information to determine whether the claim that the Dodo has been depicted with a green beak is true or false.",0.0513,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not specify the color of a Dodo's beak, and therefore there is insufficient information to determine whether the claim that the Dodo has been depicted with a green beak is true or false."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"The claim that Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation is supported by the fact that Caesars Entertainment Corporation owns several properties in Las Vegas, and Planet Hollywood is one of them, as confirmed on their official website.",0.1778,"Label: SUPPORTS
Explanation: The claim that Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation is supported by the fact that Caesars Entertainment Corporation owns several properties in Las Vegas, and Planet Hollywood is one of them, as confirmed on their official website."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not confirm or deny the ownership of Planet Hollywood Las Vegas by Caesars Entertainment Corporation as it only mentions the location, but not its ownership details. More specific and reliable information is needed to make a definitive classification.",0.1739,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not confirm or deny the ownership of Planet Hollywood Las Vegas by Caesars Entertainment Corporation as it only mentions the location, but not its ownership details. More specific and reliable information is needed to make a definitive classification."
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"The claim that Lyon is the third-largest city in France supports this fact, as it is indeed listed among the top three most populous cities in France.",0.069,"Label: SUPPORTS
Explanation: The claim that Lyon is the third-largest city in France supports this fact, as it is indeed listed among the top three most populous cities in France."
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_3,mistral:latest,SUPPORTS,"The claim that Lyon is the third-largest city in France is supported by the evidence, as the provided information does not suggest otherwise.",0.08,"Label: SUPPORTS
Explanation: The claim that Lyon is the third-largest city in France is supported by the evidence, as the provided information does not suggest otherwise."
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_1,mistral:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"The statement does not provide information about whether the sealing of the floppy disk in plastic supports, refutes, or has no effect on the functionality or condition of the floppy disk. Additional context would be needed to determine if this claim is a valid one.",0.0851,"Label: NOT ENOUGH INFO
Explanation: The statement does not provide information about whether the sealing of the floppy disk in plastic supports, refutes, or has no effect on the functionality or condition of the floppy disk. Additional context would be needed to determine if this claim is a valid one."
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The evidence provided does not indicate whether the floppy disk is sealed in plastic or not, as it doesn't describe any specific condition of the disk.",0.1379,"Label: NOT ENOUGH INFO
Explanation: The evidence provided does not indicate whether the floppy disk is sealed in plastic or not, as it doesn't describe any specific condition of the disk."
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_2,mistral:latest,SUPPORTS,"The claim states that Rick Yune was on a show that aired on Netflix, which implies that at least one of his shows is available for streaming on the platform. However, without specific information about the name of the show or season, it doesn't provide enough details to determine the exact scope of his involvement on Netflix.",0.0667,"Label: SUPPORTS
Explanation: The claim states that Rick Yune was on a show that aired on Netflix, which implies that at least one of his shows is available for streaming on the platform. However, without specific information about the name of the show or season, it doesn't provide enough details to determine the exact scope of his involvement on Netflix."
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_3,mistral:latest,SUPPORTS,"Rick Yune has appeared in several shows and movies that are available on Netflix, such as ""Breaking In"" (2011-2012) and ""Die Another Day"" (2002). However, without specific information about the show in question, we cannot confirm which Netflix show Rick Yune was on.",0.087,"Label: SUPPORTS
Explanation: Rick Yune has appeared in several shows and movies that are available on Netflix, such as ""Breaking In"" (2011-2012) and ""Die Another Day"" (2002). However, without specific information about the show in question, we cannot confirm which Netflix show Rick Yune was on."
46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.,SUPPORTS,condition_1,mistral:latest,SUPPORTS,,,SUPPORTS
46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"While it is true that Henry III ascended to the English throne at the age of nine, the claim does not specify whether he did so during or in the middle of the First Barrons' War (1215-1217). To accurately classify this claim as either SUPPORTS or REFUTES, more context is needed to determine if his ascension coincided with or was affected by the conflict.",0.087,"Label: NOT ENOUGH INFO
Explanation: While it is true that Henry III ascended to the English throne at the age of nine, the claim does not specify whether he did so during or in the middle of the First Barrons' War (1215-1217). To accurately classify this claim as either SUPPORTS or REFUTES, more context is needed to determine if his ascension coincided with or was affected by the conflict."
46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.,SUPPORTS,condition_3,mistral:latest,NOT ENOUGH INFO,"The provided evidence does not specify whether or not Henry III assumed the throne during the First Barons' War, which occurred between 1215 and 1217. Although it is known that Henry III was crowned king at nine years old in 1216, there's no mention of the war context in this evidence. Additional information about the timeline or details of his accession would be necessary to determine whether the claim is supported or refuted.",0.0769,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not specify whether or not Henry III assumed the throne during the First Barons' War, which occurred between 1215 and 1217. Although it is known that Henry III was crowned king at nine years old in 1216, there's no mention of the war context in this evidence. Additional information about the timeline or details of his accession would be necessary to determine whether the claim is supported or refuted."
25379,Vietnam is a populous country.,SUPPORTS,condition_1,mistral:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO.
25379,Vietnam is a populous country.,SUPPORTS,condition_2,mistral:latest,NOT ENOUGH INFO,"The claim does not provide any specific information about the population of Vietnam, so it cannot be definitively classified as supporting or refuting any statement about its population.",0.069,"Label: NOT ENOUGH INFO
Explanation: The claim does not provide any specific information about the population of Vietnam, so it cannot be definitively classified as supporting or refuting any statement about its population."
