claim_id,claim,gold_label,condition,model,predicted_label,explanation,rouge_score,raw_response
214982,Sensitive Skin's first series aired in the 2000s.,SUPPORTS,condition_2,gemma:latest,REFUTES,"Sensitive Skin first aired in 2017, not the 2000s.",0.2857,"Label: REFUTES
Explanation: Sensitive Skin first aired in 2017, not the 2000s."
214982,Sensitive Skin's first series aired in the 2000s.,SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence does not contain any information regarding when Sensitive Skin's first series aired, so it is not possible to determine whether the claim is true or false based on the given evidence.",0.15,"Label: REFUTES
Explanation: The provided evidence does not contain any information regarding when Sensitive Skin's first series aired, so it is not possible to determine whether the claim is true or false based on the given evidence."
218368,The French Resistance committed acts of sabotage on electric power grids.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
218368,The French Resistance committed acts of sabotage on electric power grids.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The French Resistance was known for their guerrilla tactics, which included sabotage against infrastructure and transportation, making sabotage of electric power grids a plausible action during their resistance efforts.",0.129,"Label: SUPPORTS
Explanation: The French Resistance was known for their guerrilla tactics, which included sabotage against infrastructure and transportation, making sabotage of electric power grids a plausible action during their resistance efforts."
218368,The French Resistance committed acts of sabotage on electric power grids.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,The provided evidence confirms the claim as it states that the French Resistance was involved in acts of sabotage on electric power grids during the Second World War.,0.1333,"Label: SUPPORTS
Explanation: The provided evidence confirms the claim as it states that the French Resistance was involved in acts of sabotage on electric power grids during the Second World War."
167464,There is a Disney Channel Original called Cadet Kelly.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
167464,There is a Disney Channel Original called Cadet Kelly.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The existence of the Disney Channel Original ""Cadet Kelly"" is supported by online sources and streaming platforms that list it as part of their programming libraries.",0.1429,"Label: SUPPORTS
Explanation: The existence of the Disney Channel Original ""Cadet Kelly"" is supported by online sources and streaming platforms that list it as part of their programming libraries."
167464,There is a Disney Channel Original called Cadet Kelly.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence explicitly mentions ""Cadet Kelly,"" confirming that it is a Disney Channel Original.",0.2353,"Label: SUPPORTS
Explanation: The provided evidence explicitly mentions ""Cadet Kelly,"" confirming that it is a Disney Channel Original."
118333,The Bassoon King is based in reality.,SUPPORTS,condition_1,gemma:latest,REFUTES,,,REFUTES
118333,The Bassoon King is based in reality.,SUPPORTS,condition_2,gemma:latest,REFUTES,The Bassoon King is a fictional character and the premise of the claim is inaccurate. There is no evidence to suggest that it is based in reality.,0.2,"Label: REFUTES
Explanation: The Bassoon King is a fictional character and the premise of the claim is inaccurate. There is no evidence to suggest that it is based in reality."
118333,The Bassoon King is based in reality.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence does not contain any information regarding whether the Bassoon King is based in reality or not. The given text only mentions the Bassoon King, but does not address the claim that it is based in reality.",0.1429,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not contain any information regarding whether the Bassoon King is based in reality or not. The given text only mentions the Bassoon King, but does not address the claim that it is based in reality."
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_1,gemma:latest,REFUTES,,,REFUTES
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_2,gemma:latest,REFUTES,The provided claim is inaccurate. Josh Thurlow's historical fiction novels were not written by Homer Hickman.,0.1053,"Label: REFUTES
Explanation: The provided claim is inaccurate. Josh Thurlow's historical fiction novels were not written by Homer Hickman."
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence shows that the novels were written by Homer Hickam, not Josh Thurlow, which contradicts the claim.",0.1905,"Label: REFUTES
Explanation: The provided evidence shows that the novels were written by Homer Hickam, not Josh Thurlow, which contradicts the claim."
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"This claim is supported by the fact that Jeb Bush is indeed the younger brother of George W. Bush, as confirmed by their birth records and public information.",0.1333,"Label: SUPPORTS
Explanation: This claim is supported by the fact that Jeb Bush is indeed the younger brother of George W. Bush, as confirmed by their birth records and public information."
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence only mentions Jeb Bush, it does not provide any information regarding whether he is the younger male sibling of George W. Bush, thus refuting the claim.",0.129,"Label: REFUTES
Explanation: The provided evidence only mentions Jeb Bush, it does not provide any information regarding whether he is the younger male sibling of George W. Bush, thus refuting the claim."
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_2,gemma:latest,REFUTES,Kyle Maclachlan has not won a Golden Globe for Best Actor.,0.3077,"Label: REFUTES
Explanation: Kyle Maclachlan has not won a Golden Globe for Best Actor."
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence simply lists Kyle MacLachlan's name and does not include any information regarding whether he has won a Golden Globe or not. Therefore, the provided evidence is not sufficient to determine whether the claim is true or false.",0.093,"Label: NOT ENOUGH INFO
Explanation: The provided evidence simply lists Kyle MacLachlan's name and does not include any information regarding whether he has won a Golden Globe or not. Therefore, the provided evidence is not sufficient to determine whether the claim is true or false."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_1,gemma:latest,REFUTES,,,"REFUTES

Samsung is known for electronics, not shipbuilding."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_2,gemma:latest,NOT ENOUGH INFO,"The provided text lacks information regarding Samsung's involvement in the shipbuilding industry, so it is insufficient to determine the veracity of the claim.",0.08,"Label: NOT ENOUGH INFO
Explanation: The provided text lacks information regarding Samsung's involvement in the shipbuilding industry, so it is insufficient to determine the veracity of the claim."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence does not contain any information regarding Samsung's involvement in the shipbuilding industry in the 1970s. Therefore, the claim cannot be verified or refuted based on the given context.",0.0606,"Label: NOT ENOUGH INFO
Explanation: The provided evidence does not contain any information regarding Samsung's involvement in the shipbuilding industry in the 1970s. Therefore, the claim cannot be verified or refuted based on the given context."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_1,gemma:latest,REFUTES,,,"REFUTES

Papua is only a part of Indonesian New Guinea."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_2,gemma:latest,REFUTES,"The claim is inaccurate as Papua comprised only the western half of Indonesian New Guinea, not the entire island. Additionally, not all of the western half was culturally developed.",0.0645,"Label: REFUTES
Explanation: The claim is inaccurate as Papua comprised only the western half of Indonesian New Guinea, not the entire island. Additionally, not all of the western half was culturally developed."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence only refers to the Papua province of Indonesia, not the entire Indonesian New Guinea. Therefore, it is insufficient to determine whether Papua comprised all of Indonesian New Guinea and whether it was cultured.",0.1053,"Label: NOT ENOUGH INFO
Explanation: The provided evidence only refers to the Papua province of Indonesia, not the entire Indonesian New Guinea. Therefore, it is insufficient to determine whether Papua comprised all of Indonesian New Guinea and whether it was cultured."
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_1,gemma:latest,REFUTES,,,REFUTES
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_2,gemma:latest,REFUTES,"Ernest Medina was exonerated of all charges related to the My Lai Massacre, indicating that there is no credible evidence to support the claim that he participated in the incident.",0.125,"Label: REFUTES
Explanation: Ernest Medina was exonerated of all charges related to the My Lai Massacre, indicating that there is no credible evidence to support the claim that he participated in the incident."
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence only includes the name of Ernest Medina and does not contain any information regarding his involvement in the My Lai Massacre. Therefore, the claim cannot be evaluated with the given information.",0.1111,"Label: NOT ENOUGH INFO
Explanation: The provided evidence only includes the name of Ernest Medina and does not contain any information regarding his involvement in the My Lai Massacre. Therefore, the claim cannot be evaluated with the given information."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The provided text explicitly states that Hammer Film Productions has worked on horror movies, supporting the claim.",0.3,"Label: SUPPORTS
Explanation: The provided text explicitly states that Hammer Film Productions has worked on horror movies, supporting the claim."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence explicitly mentions Hammer Film Productions working on horror movies, supporting the claim.",0.3333,"Label: SUPPORTS
Explanation: The provided evidence explicitly mentions Hammer Film Productions working on horror movies, supporting the claim."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,The claim is true as Salman Rushdie has received multiple literary prizes throughout his career.,0.2353,"Label: SUPPORTS
Explanation: The claim is true as Salman Rushdie has received multiple literary prizes throughout his career."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence simply mentions Salman Rushdie's name, without any information regarding whether he won a literary prize. However, given that the evidence provided is limited to just his name, it is reasonable to assume that the claim is supported by the fact that he is a renowned author who has received numerous awards and recognition throughout his career.",0.0645,"Label: SUPPORTS
Explanation: The provided evidence simply mentions Salman Rushdie's name, without any information regarding whether he won a literary prize. However, given that the evidence provided is limited to just his name, it is reasonable to assume that the claim is supported by the fact that he is a renowned author who has received numerous awards and recognition throughout his career."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The claim is supported by the fact that David Lloyd George was indeed named one of the 100 Greatest Britons, as evidenced by various reputable sources.",0.2069,"Label: SUPPORTS
Explanation: The claim is supported by the fact that David Lloyd George was indeed named one of the 100 Greatest Britons, as evidenced by various reputable sources."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence shows that David Lloyd George was indeed named one of the 100 Greatest Britons, supporting the claim.",0.2609,"Label: SUPPORTS
Explanation: The provided evidence shows that David Lloyd George was indeed named one of the 100 Greatest Britons, supporting the claim."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The film's producers confirmed that some scenes were shot in Switzerland, as evidenced by news articles and production statements.",0.0,"Label: SUPPORTS
Explanation: The film's producers confirmed that some scenes were shot in Switzerland, as evidenced by news articles and production statements."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence explicitly states that Dilwale Dulhania Le Jayenge was partially filmed in Switzerland, supporting the claim.",0.3636,"Label: SUPPORTS
Explanation: The provided evidence explicitly states that Dilwale Dulhania Le Jayenge was partially filmed in Switzerland, supporting the claim."
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_2,gemma:latest,NOT ENOUGH INFO,"The provided statement lacks sufficient information to determine the veracity of the claim. There is no additional context or evidence presented to support or refute the assertion that John S. McCain Jr. grew up in Washington, D.C.",0.1905,"Label: NOT ENOUGH INFO
Explanation: The provided statement lacks sufficient information to determine the veracity of the claim. There is no additional context or evidence presented to support or refute the assertion that John S. McCain Jr. grew up in Washington, D.C."
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence does not include any information regarding John S. McCain Jr.'s birthplace or upbringing location, so it is not possible to determine whether the claim is true or false based on the given evidence.",0.1951,"Label: REFUTES
Explanation: The provided evidence does not include any information regarding John S. McCain Jr.'s birthplace or upbringing location, so it is not possible to determine whether the claim is true or false based on the given evidence."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_1,gemma:latest,REFUTES,,,"REFUTES

The Dodo is typically depicted with a brown beak, not green."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_2,gemma:latest,REFUTES,"The claim is inaccurate as the Dodo was depicted with a brown or black beak, not green.",0.1111,"Label: REFUTES
Explanation: The claim is inaccurate as the Dodo was depicted with a brown or black beak, not green."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence does not contain any information regarding the color of the Dodo's beak, so it is not possible to determine whether the claim is supported or refuted by the given evidence.",0.0571,"Label: REFUTES
Explanation: The provided evidence does not contain any information regarding the color of the Dodo's beak, so it is not possible to determine whether the claim is supported or refuted by the given evidence."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"Caesars Entertainment Corporation is a well-known hospitality and entertainment company that owns and operates several casinos and resorts in Las Vegas, including Planet Hollywood Las Vegas.",0.2581,"Label: SUPPORTS
Explanation: Caesars Entertainment Corporation is a well-known hospitality and entertainment company that owns and operates several casinos and resorts in Las Vegas, including Planet Hollywood Las Vegas."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence only includes the name of the casino, Planet Hollywood Las Vegas, and does not contain any information regarding its ownership. Therefore, the claim that Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation cannot be verified or refuted based on the given evidence.",0.1569,"Label: REFUTES
Explanation: The provided evidence only includes the name of the casino, Planet Hollywood Las Vegas, and does not contain any information regarding its ownership. Therefore, the claim that Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation cannot be verified or refuted based on the given evidence."
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The claim is supported by the fact that Lyon is officially recognized as the third-largest city in France, according to official government statistics and city population records.",0.069,"Label: SUPPORTS
Explanation: The claim is supported by the fact that Lyon is officially recognized as the third-largest city in France, according to official government statistics and city population records."
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence only lists Lyon, but does not include any information regarding its ranking or size in relation to other cities in France. Therefore, the claim cannot be verified or refuted based on the given evidence.",0.0526,"Label: NOT ENOUGH INFO
Explanation: The provided evidence only lists Lyon, but does not include any information regarding its ranking or size in relation to other cities in France. Therefore, the claim cannot be verified or refuted based on the given evidence."
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,"SUPPORTS

A floppy disk is typically sealed in plastic to protect it from dust and moisture."
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"Floppy disks were commonly sealed in plastic to protect them from dust, moisture, and other contaminants during storage and transportation.",0.1818,"Label: SUPPORTS
Explanation: Floppy disks were commonly sealed in plastic to protect them from dust, moisture, and other contaminants during storage and transportation."
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence only shows a floppy disk, and does not include any information regarding whether it is sealed in plastic or not. Therefore, the claim cannot be supported or refuted based on the given evidence.",0.1053,"Label: REFUTES
Explanation: The provided evidence only shows a floppy disk, and does not include any information regarding whether it is sealed in plastic or not. Therefore, the claim cannot be supported or refuted based on the given evidence."
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The provided claim simply states that Rick Yune appeared on a Netflix show, and does not contain any information regarding the existence or non-existence of such a show on Netflix.",0.1212,"Label: SUPPORTS
Explanation: The provided claim simply states that Rick Yune appeared on a Netflix show, and does not contain any information regarding the existence or non-existence of such a show on Netflix."
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,The provided evidence simply lists Rick Yune without any additional information regarding a Netflix show. The evidence does not directly confirm or deny whether Rick Yune was on a show that aired on Netflix.,0.1111,"Label: NOT ENOUGH INFO
Explanation: The provided evidence simply lists Rick Yune without any additional information regarding a Netflix show. The evidence does not directly confirm or deny whether Rick Yune was on a show that aired on Netflix."
46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,The claim is accurate. Henry III ascended to the throne in 1216 at the age of nine during the First Barons' War.,0.2308,"Label: SUPPORTS
Explanation: The claim is accurate. Henry III ascended to the throne in 1216 at the age of nine during the First Barons' War."
46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.,SUPPORTS,condition_3,gemma:latest,REFUTES,"The provided evidence does not mention the age or the timing of Henry III's ascension to the throne, so it does not support or refute the claim that he ascended to the throne at nine years old during the First Barons' War.",0.0851,"Label: REFUTES
Explanation: The provided evidence does not mention the age or the timing of Henry III's ascension to the throne, so it does not support or refute the claim that he ascended to the throne at nine years old during the First Barons' War."
25379,Vietnam is a populous country.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
25379,Vietnam is a populous country.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"Vietnam has a large population, with over 98 million inhabitants, making it one of the most populous countries in Asia and the world.",0.0833,"Label: SUPPORTS
Explanation: Vietnam has a large population, with over 98 million inhabitants, making it one of the most populous countries in Asia and the world."
25379,Vietnam is a populous country.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence simply states that Vietnam is a country, and does not contain any information regarding its population. Therefore, the provided evidence directly supports the claim that Vietnam is a populous country.",0.0588,"Label: SUPPORTS
Explanation: The provided evidence simply states that Vietnam is a country, and does not contain any information regarding its population. Therefore, the provided evidence directly supports the claim that Vietnam is a populous country."
188131,Stephen Moyer acted in a film adaptation of a comic.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
188131,Stephen Moyer acted in a film adaptation of a comic.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"Stephen Moyer is known for his role in the television adaptation of the comic ""True Blood,"" which suggests that he has acted in a film adaptation of a comic.",0.129,"Label: SUPPORTS
Explanation: Stephen Moyer is known for his role in the television adaptation of the comic ""True Blood,"" which suggests that he has acted in a film adaptation of a comic."
188131,Stephen Moyer acted in a film adaptation of a comic.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence simply lists the name of Stephen Moyer and does not contain any information regarding his involvement in a film adaptation of a comic. Therefore, the claim that Stephen Moyer acted in a film adaptation of a comic cannot be verified or refuted based on the given evidence.",0.0769,"Label: SUPPORTS
Explanation: The provided evidence simply lists the name of Stephen Moyer and does not contain any information regarding his involvement in a film adaptation of a comic. Therefore, the claim that Stephen Moyer acted in a film adaptation of a comic cannot be verified or refuted based on the given evidence."
223678,UNICEF UK is a National Committee.,SUPPORTS,condition_1,gemma:latest,REFUTES,,,"REFUTES

UNICEF UK is not a National Committee according to their official website."
223678,UNICEF UK is a National Committee.,SUPPORTS,condition_2,gemma:latest,REFUTES,UNICEF UK is an affiliate of UNICEF International but is not a National Committee as it implies complete autonomy and decision-making power.,0.16,"Label: REFUTES
Explanation: UNICEF UK is an affiliate of UNICEF International but is not a National Committee as it implies complete autonomy and decision-making power."
223678,UNICEF UK is a National Committee.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence simply states the existence of UNICEF UK, but does not address whether it is a National Committee or not. The text does not contain any information regarding the organizational structure or status of UNICEF UK.",0.1,"Label: NOT ENOUGH INFO
Explanation: The provided evidence simply states the existence of UNICEF UK, but does not address whether it is a National Committee or not. The text does not contain any information regarding the organizational structure or status of UNICEF UK."
117046,Dark matter is distinct from some types of subatomic particles.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
117046,Dark matter is distinct from some types of subatomic particles.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The claim is supported by the fact that dark matter is observed to interact gravitationally, while subatomic particles primarily interact through strong and weak nuclear forces.",0.1429,"Label: SUPPORTS
Explanation: The claim is supported by the fact that dark matter is observed to interact gravitationally, while subatomic particles primarily interact through strong and weak nuclear forces."
117046,Dark matter is distinct from some types of subatomic particles.,SUPPORTS,condition_3,gemma:latest,SUPPORTS,"The provided evidence states that dark matter is a distinct phenomenon from subatomic particles, which supports the claim that dark matter is different from certain subatomic particles.",0.1379,"Label: SUPPORTS
Explanation: The provided evidence states that dark matter is a distinct phenomenon from subatomic particles, which supports the claim that dark matter is different from certain subatomic particles."
78018,Francis I of France was the first King of France from the Angoulême branch of the House of Valois.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
78018,Francis I of France was the first King of France from the Angoulême branch of the House of Valois.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"The provided claim states that Francis I was the first King of France from a specific branch of the Valois dynasty. This aligns with historical records, as Francis I was indeed the first monarch from the Angoulême branch of the Valois to ascend the French throne.",0.1569,"Label: SUPPORTS
Explanation: The provided claim states that Francis I was the first King of France from a specific branch of the Valois dynasty. This aligns with historical records, as Francis I was indeed the first monarch from the Angoulême branch of the Valois to ascend the French throne."
78018,Francis I of France was the first King of France from the Angoulême branch of the House of Valois.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence lacks information regarding Francis I's lineage or the branches of the House of Valois. Therefore, it is insufficient to determine whether he was the first King of France from the Angoulême branch.",0.1951,"Label: NOT ENOUGH INFO
Explanation: The provided evidence lacks information regarding Francis I's lineage or the branches of the House of Valois. Therefore, it is insufficient to determine whether he was the first King of France from the Angoulême branch."
123203,Yale University's alumni consists of 20 living billionaires.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
123203,Yale University's alumni consists of 20 living billionaires.,SUPPORTS,condition_2,gemma:latest,NOT ENOUGH INFO,The provided claim lacks specific evidence or data to support or refute the statement regarding the number of Yale University alumni who are billionaires.,0.1538,"Label: NOT ENOUGH INFO
Explanation: The provided claim lacks specific evidence or data to support or refute the statement regarding the number of Yale University alumni who are billionaires."
123203,Yale University's alumni consists of 20 living billionaires.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence only mentions Yale University, but does not contain any information regarding the number of alumni who are billionaires. Therefore, the claim cannot be verified or refuted based on the given evidence.",0.1111,"Label: NOT ENOUGH INFO
Explanation: The provided evidence only mentions Yale University, but does not contain any information regarding the number of alumni who are billionaires. Therefore, the claim cannot be verified or refuted based on the given evidence."
11497,Ashton Kutcher was in two films in 2005.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
11497,Ashton Kutcher was in two films in 2005.,SUPPORTS,condition_2,gemma:latest,SUPPORTS,"Ashton Kutcher appeared in two films in the year 2005, according to online records and entertainment news reports.",0.2,"Label: SUPPORTS
Explanation: Ashton Kutcher appeared in two films in the year 2005, according to online records and entertainment news reports."
11497,Ashton Kutcher was in two films in 2005.,SUPPORTS,condition_3,gemma:latest,NOT ENOUGH INFO,"The provided evidence only lists Ashton Kutcher without any specific information regarding the number of films he was in during 2005. Therefore, the claim cannot be verified or refuted based on the given evidence.",0.1111,"Label: NOT ENOUGH INFO
Explanation: The provided evidence only lists Ashton Kutcher without any specific information regarding the number of films he was in during 2005. Therefore, the claim cannot be verified or refuted based on the given evidence."
24118,Littlefinger is the nickname for Petyr Baelish.,SUPPORTS,condition_1,gemma:latest,SUPPORTS,,,SUPPORTS
