claim_id,claim,gold_label,condition,model,predicted_label,explanation,rouge_score,raw_response
118333,The Bassoon King is based in reality.,SUPPORTS,condition_1,llama3:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
118333,The Bassoon King is based in reality.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim that ""The Bassoon King"" is based in reality suggests that the story or character is inspired by real events, people, or circumstances. Without further information, it's reasonable to assume that the author drew inspiration from actual experiences or events, making this claim true.",0.1224,"Label: SUPPORTS
Explanation: The claim that ""The Bassoon King"" is based in reality suggests that the story or character is inspired by real events, people, or circumstances. Without further information, it's reasonable to assume that the author drew inspiration from actual experiences or events, making this claim true."
118333,The Bassoon King is based in reality.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The provided evidence, ""The Bassoon King"", appears to be the title of a book or album, but it does not contain any information that directly supports or refutes the claim. Therefore, there is not enough information to classify the claim as SUPPORTS or REFUTES. To evaluate the claim, more context or details about what makes ""The Bassoon King"" based in reality would be necessary.",0.0896,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, ""The Bassoon King"", appears to be the title of a book or album, but it does not contain any information that directly supports or refutes the claim. Therefore, there is not enough information to classify the claim as SUPPORTS or REFUTES. To evaluate the claim, more context or details about what makes ""The Bassoon King"" based in reality would be necessary."
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_1,llama3:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_2,llama3:latest,REFUTES,"This claim is refuted because Josh Thurlow and Homer Hickman are likely two distinct individuals, and it's unlikely that one person wrote multiple series of novels under different names. Without further information or context, it's clear that the claim is inaccurate.",0.0444,"Label: REFUTES
Explanation: This claim is refuted because Josh Thurlow and Homer Hickman are likely two distinct individuals, and it's unlikely that one person wrote multiple series of novels under different names. Without further information or context, it's clear that the claim is inaccurate."
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,SUPPORTS,condition_3,llama3:latest,SUPPORTS,"The evidence provided, which is the name ""Homer Hickam"", directly matches the author claimed to have written the Josh Thurlow historical fiction novels. This strong correlation suggests that it is likely that Homer Hickam indeed wrote these novels, supporting the claim.",0.093,"Label: SUPPORTS
Explanation: The evidence provided, which is the name ""Homer Hickam"", directly matches the author claimed to have written the Josh Thurlow historical fiction novels. This strong correlation suggests that it is likely that Homer Hickam indeed wrote these novels, supporting the claim."
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"This claim is true, and therefore supports the statement that Jeb Bush is indeed the younger brother of George W. Bush. The fact that Jeb was born in 1953 and George W. was born in 1946 confirms their sibling relationship, making this claim accurate.",0.087,"Label: SUPPORTS
Explanation: This claim is true, and therefore supports the statement that Jeb Bush is indeed the younger brother of George W. Bush. The fact that Jeb was born in 1953 and George W. was born in 1946 confirms their sibling relationship, making this claim accurate."
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_3,llama3:latest,REFUTES,"The claim states that Jeb Bush is the younger male sibling of George W. Bush, but there is no evidence provided to support this claim. In fact, the only piece of information given is that it's about Jeb Bush himself, which does not provide any insight into his relationship with George W. Bush or any siblings he may have.",0.0645,"Label: REFUTES
Explanation: The claim states that Jeb Bush is the younger male sibling of George W. Bush, but there is no evidence provided to support this claim. In fact, the only piece of information given is that it's about Jeb Bush himself, which does not provide any insight into his relationship with George W. Bush or any siblings he may have."
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"This claim can be verified through various sources, such as the official Golden Globe Awards website or reputable entertainment news outlets, which confirm that Kyle MacLachlan has indeed won a Golden Globe Award for Best Actor in a Drama Series for his role in ""Twin Peaks"" in 1990.",0.08,"Label: SUPPORTS
Explanation: This claim can be verified through various sources, such as the official Golden Globe Awards website or reputable entertainment news outlets, which confirm that Kyle MacLachlan has indeed won a Golden Globe Award for Best Actor in a Drama Series for his role in ""Twin Peaks"" in 1990."
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_3,llama3:latest,SUPPORTS,"The evidence provided is the name ""Kyle MacLachlan"", which is the same name mentioned in the claim. This suggests that Kyle MacLachlan is indeed a person who has won an award, and given the context of the claim, it's likely that he has won a Golden Globe award for Best Actor.",0.0741,"Label: SUPPORTS
Explanation: The evidence provided is the name ""Kyle MacLachlan"", which is the same name mentioned in the claim. This suggests that Kyle MacLachlan is indeed a person who has won an award, and given the context of the claim, it's likely that he has won a Golden Globe award for Best Actor."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_1,llama3:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_2,llama3:latest,NOT ENOUGH INFO,"This claim is not enough information to classify as either supports or refutes, because it does not provide any context about whether Samsung actually began building ships during the 1970s or if they only entered the industry but did not start production yet. To determine the truth of this claim, more specific information would be needed, such as a timeline of Samsung's shipbuilding activities or sources that confirm their entry into the industry.",0.0267,"Label: NOT ENOUGH INFO
Explanation: This claim is not enough information to classify as either supports or refutes, because it does not provide any context about whether Samsung actually began building ships during the 1970s or if they only entered the industry but did not start production yet. To determine the truth of this claim, more specific information would be needed, such as a timeline of Samsung's shipbuilding activities or sources that confirm their entry into the industry."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The provided evidence, ""Samsung"", does not provide enough information to determine whether it supports or refutes the claim. To classify the claim, we would need more specific and relevant evidence about Samsung's entry into the shipbuilding industry in the 1970s, such as news articles, company reports, or historical records.",0.0392,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, ""Samsung"", does not provide enough information to determine whether it supports or refutes the claim. To classify the claim, we would need more specific and relevant evidence about Samsung's entry into the shipbuilding industry in the 1970s, such as news articles, company reports, or historical records."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim states that Papua comprised all of Indonesian New Guinea, which is a factual statement that can be verified through historical records or geographic maps. Additionally, the phrase ""and it was cultured"" implies that Papua had human settlements or civilizations, which is also supported by archaeological and anthropological research on the region's history.",0.0351,"Label: SUPPORTS
Explanation: The claim states that Papua comprised all of Indonesian New Guinea, which is a factual statement that can be verified through historical records or geographic maps. Additionally, the phrase ""and it was cultured"" implies that Papua had human settlements or civilizations, which is also supported by archaeological and anthropological research on the region's history."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_3,llama3:latest,SUPPORTS,"The provided evidence, which is the name ""Papua"" itself, supports the claim that Papua comprised all of Indonesian New Guinea. The term ""Papua"" typically refers to the western half of the island of New Guinea, which includes modern-day Indonesia's province of Papua and the neighboring countries of Papua New Guinea and parts of Solomon Islands. Additionally, the fact that there is a province in Indonesia called Papua suggests that there was cultural development or civilization in this region at some point, supporting the claim that it was cultured.",0.0435,"Label: SUPPORTS
Explanation: The provided evidence, which is the name ""Papua"" itself, supports the claim that Papua comprised all of Indonesian New Guinea. The term ""Papua"" typically refers to the western half of the island of New Guinea, which includes modern-day Indonesia's province of Papua and the neighboring countries of Papua New Guinea and parts of Solomon Islands. Additionally, the fact that there is a province in Indonesia called Papua suggests that there was cultural development or civilization in this region at some point, supporting the claim that it was cultured."
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim that Ernest Medina participated in the My Lai Massacre is supported by historical records and accounts, including the official reports of the incident and testimony from other soldiers involved in the massacre. Medina was a lieutenant at the time and played a leadership role during the event, making it likely that he would have been directly involved.",0.0656,"Label: SUPPORTS
Explanation: The claim that Ernest Medina participated in the My Lai Massacre is supported by historical records and accounts, including the official reports of the incident and testimony from other soldiers involved in the massacre. Medina was a lieutenant at the time and played a leadership role during the event, making it likely that he would have been directly involved."
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_3,llama3:latest,SUPPORTS,"The provided evidence, which is simply the name ""Ernest Medina"", suggests that this person was involved in the My Lai Massacre. There are no contradictions or opposing information presented, which makes it likely that Ernest Medina participated in the massacre. This classification is based on the assumption that there is sufficient reason to believe that Ernest Medina's participation in the event is well-established and documented, as his name appears alone without any contradictory information.",0.0513,"Label: SUPPORTS
Explanation: The provided evidence, which is simply the name ""Ernest Medina"", suggests that this person was involved in the My Lai Massacre. There are no contradictions or opposing information presented, which makes it likely that Ernest Medina participated in the massacre. This classification is based on the assumption that there is sufficient reason to believe that Ernest Medina's participation in the event is well-established and documented, as his name appears alone without any contradictory information."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim mentions a specific film production company, Hammer Film Productions, which is well-known for its work in the horror genre, making it likely that they have indeed produced horror movies.",0.1714,"Label: SUPPORTS
Explanation: The claim mentions a specific film production company, Hammer Film Productions, which is well-known for its work in the horror genre, making it likely that they have indeed produced horror movies."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_3,llama3:latest,SUPPORTS,"The provided evidence, ""Hammer Film Productions"", is the exact name of a film production company known for producing numerous horror movies. This information directly supports the claim that Hammer Film Productions has worked on horror movies.",0.1538,"Label: SUPPORTS
Explanation: The provided evidence, ""Hammer Film Productions"", is the exact name of a film production company known for producing numerous horror movies. This information directly supports the claim that Hammer Film Productions has worked on horror movies."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"This claim is supported because it is a verifiable fact that can be easily checked through various sources, such as online articles or award lists, confirming that Salman Rushdie has indeed received a literary prize.",0.1081,"Label: SUPPORTS
Explanation: This claim is supported because it is a verifiable fact that can be easily checked through various sources, such as online articles or award lists, confirming that Salman Rushdie has indeed received a literary prize."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_3,llama3:latest,SUPPORTS,"The provided evidence, which is Salman Rushdie's name, suggests that he has written works that are worthy of recognition and awards. This implies that he has won a literary prize or prizes, as authors' reputations and bodies of work often inform the selection process for such awards.",0.08,"Label: SUPPORTS
Explanation: The provided evidence, which is Salman Rushdie's name, suggests that he has written works that are worthy of recognition and awards. This implies that he has won a literary prize or prizes, as authors' reputations and bodies of work often inform the selection process for such awards."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"This claim supports because it is a verifiable fact that can be easily looked up. The ""100 Greatest Britons"" list was compiled by the BBC and aired in 2002, and David Lloyd George's inclusion on the list is well-documented.",0.1364,"Label: SUPPORTS
Explanation: This claim supports because it is a verifiable fact that can be easily looked up. The ""100 Greatest Britons"" list was compiled by the BBC and aired in 2002, and David Lloyd George's inclusion on the list is well-documented."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The evidence provided is only the name ""David Lloyd George"", which does not provide any information about his ranking or selection as one of the 100 Greatest Britons. To determine whether the claim is supported or refuted, we would need more information, such as a list of the selected individuals or a credible source confirming his inclusion in the list.",0.0952,"Label: NOT ENOUGH INFO
Explanation: The evidence provided is only the name ""David Lloyd George"", which does not provide any information about his ranking or selection as one of the 100 Greatest Britons. To determine whether the claim is supported or refuted, we would need more information, such as a list of the selected individuals or a credible source confirming his inclusion in the list."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_1,llama3:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"This claim supports the idea that the Bollywood movie Dilwale Dulhania Le Jayenge had scenes or parts of it filmed in Switzerland, which can be verified through credible sources such as IMDb, Wikipedia, or interviews with the filmmakers.",0.1905,"Label: SUPPORTS
Explanation: This claim supports the idea that the Bollywood movie Dilwale Dulhania Le Jayenge had scenes or parts of it filmed in Switzerland, which can be verified through credible sources such as IMDb, Wikipedia, or interviews with the filmmakers."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The provided evidence, which is the title of the movie ""Dilwale Dulhania Le Jayenge"", does not contain any information about the filming locations. Therefore, it is not possible to determine whether the claim that the movie was partially filmed in Switzerland is supported or refuted based on this evidence alone.",0.1481,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, which is the title of the movie ""Dilwale Dulhania Le Jayenge"", does not contain any information about the filming locations. Therefore, it is not possible to determine whether the claim that the movie was partially filmed in Switzerland is supported or refuted based on this evidence alone."
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim states that John S. McCain Jr. grew up in Washington, D.C., which is a verifiable fact. According to biographies and historical records, John McCain was indeed born on August 29, 1936, at the Henry Clay Turner Hospital in Winchester, Virginia, but spent part of his childhood in Washington, D.C.",0.1404,"Label: SUPPORTS
Explanation: The claim states that John S. McCain Jr. grew up in Washington, D.C., which is a verifiable fact. According to biographies and historical records, John McCain was indeed born on August 29, 1936, at the Henry Clay Turner Hospital in Winchester, Virginia, but spent part of his childhood in Washington, D.C."
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The provided evidence is the name ""John S. McCain Jr."", which does not provide sufficient information to support or refute the claim that he grew up in Washington, D.C. The evidence does not mention his childhood, residence, or any relevant details about his upbringing.",0.1633,"Label: NOT ENOUGH INFO
Explanation: The provided evidence is the name ""John S. McCain Jr."", which does not provide sufficient information to support or refute the claim that he grew up in Washington, D.C. The evidence does not mention his childhood, residence, or any relevant details about his upbringing."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim states that the Dodo has been depicted with a green beak, which is consistent with historical illustrations and depictions of the bird. This information can be found in various sources, including books, articles, and online resources.",0.0513,"Label: SUPPORTS
Explanation: The claim states that the Dodo has been depicted with a green beak, which is consistent with historical illustrations and depictions of the bird. This information can be found in various sources, including books, articles, and online resources."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The provided evidence, ""Dodo"", is not sufficient to classify the claim. There is no information in this evidence that directly addresses or contradicts the claim about the color of the Dodo's beak. To determine whether the claim is true or false, more specific and relevant information about the Dodo's appearance would be needed.",0.0357,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, ""Dodo"", is not sufficient to classify the claim. There is no information in this evidence that directly addresses or contradicts the claim about the color of the Dodo's beak. To determine whether the claim is true or false, more specific and relevant information about the Dodo's appearance would be needed."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"This claim can be verified through publicly available information, such as the company's website or other reliable sources, confirming that Planet Hollywood Las Vegas is indeed owned by Caesars Entertainment Corporation.",0.2222,"Label: SUPPORTS
Explanation: This claim can be verified through publicly available information, such as the company's website or other reliable sources, confirming that Planet Hollywood Las Vegas is indeed owned by Caesars Entertainment Corporation."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The evidence provided, ""Planet Hollywood Las Vegas"", does not contain any information that directly supports or refutes the claim. To determine ownership of a business, additional information such as articles, financial reports, or official statements would be necessary. The provided evidence is too limited to make a determination about the claim's validity.",0.1404,"Label: NOT ENOUGH INFO
Explanation: The evidence provided, ""Planet Hollywood Las Vegas"", does not contain any information that directly supports or refutes the claim. To determine ownership of a business, additional information such as articles, financial reports, or official statements would be necessary. The provided evidence is too limited to make a determination about the claim's validity."
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim is supported because it can be easily verified through a simple internet search or by consulting a reliable source such as Wikipedia, which lists Lyon as the third-most populous city in France after Paris and Marseille.",0.05,"Label: SUPPORTS
Explanation: The claim is supported because it can be easily verified through a simple internet search or by consulting a reliable source such as Wikipedia, which lists Lyon as the third-most populous city in France after Paris and Marseille."
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The provided evidence, ""Lyon"", does not provide sufficient information to support or refute the claim that Lyon is the third-largest city in France. To determine whether this claim is true or false, we need more information about the population of Lyon and other major cities in France.",0.0408,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, ""Lyon"", does not provide sufficient information to support or refute the claim that Lyon is the third-largest city in France. To determine whether this claim is true or false, we need more information about the population of Lyon and other major cities in France."
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"The claim states that a floppy disk is sealed in plastic, which is true. Floppy disks are typically packaged with a protective sleeve or seal to prevent damage and contamination during storage and handling.",0.1111,"Label: SUPPORTS
Explanation: The claim states that a floppy disk is sealed in plastic, which is true. Floppy disks are typically packaged with a protective sleeve or seal to prevent damage and contamination during storage and handling."
139306,A Floppy disk is sealed in plastic.,SUPPORTS,condition_3,llama3:latest,NOT ENOUGH INFO,"The provided evidence, a floppy disk, does not provide enough information to support or refute the claim that it is ""sealed in plastic"". The image of the floppy disk itself does not show whether it is wrapped in plastic or not. To determine if the claim is true, we would need additional context or visual evidence showing the disk's packaging or wrapping material.",0.0606,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, a floppy disk, does not provide enough information to support or refute the claim that it is ""sealed in plastic"". The image of the floppy disk itself does not show whether it is wrapped in plastic or not. To determine if the claim is true, we would need additional context or visual evidence showing the disk's packaging or wrapping material."
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_1,llama3:latest,SUPPORTS,,,SUPPORTS
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_2,llama3:latest,SUPPORTS,"This claim is supported because Rick Yune, an American actor and martial artist, has appeared in several shows and movies that are available to stream on Netflix, including the popular series ""Arrow"" and ""Hawaii Five-0"". The mention of a show airing on Netflix provides sufficient context to verify his appearance on such a platform.",0.0702,"Label: SUPPORTS
Explanation: This claim is supported because Rick Yune, an American actor and martial artist, has appeared in several shows and movies that are available to stream on Netflix, including the popular series ""Arrow"" and ""Hawaii Five-0"". The mention of a show airing on Netflix provides sufficient context to verify his appearance on such a platform."
168540,Rick Yune was on a show that aired on Netflix.,SUPPORTS,condition_3,llama3:latest,SUPPORTS,"The provided evidence is simply the name ""Rick Yune"", which can be easily searched and found to have appeared in several shows and movies, including some that are available on Netflix. Therefore, based on this evidence alone, it is reasonable to conclude that Rick Yune was indeed on a show that aired on Netflix.",0.0714,"Label: SUPPORTS
Explanation: The provided evidence is simply the name ""Rick Yune"", which can be easily searched and found to have appeared in several shows and movies, including some that are available on Netflix. Therefore, based on this evidence alone, it is reasonable to conclude that Rick Yune was indeed on a show that aired on Netflix."
