claim_id,claim,gold_label,condition,model,predicted_label,explanation,rouge_score,raw_response
194176,Jeb Bush is the younger male sibling of George W. Bush.,SUPPORTS,condition_3,qwen2:latest,SUPPORTS,"The claim stating that Jeb Bush is the younger male sibling of George W. Bush is supported by the evidence provided because it directly identifies Jeb Bush as one of George W. Bush's siblings, indicating their familial relationship based on age and gender.",0.087,"Label: SUPPORTS
Explanation: The claim stating that Jeb Bush is the younger male sibling of George W. Bush is supported by the evidence provided because it directly identifies Jeb Bush as one of George W. Bush's siblings, indicating their familial relationship based on age and gender."
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_1,qwen2:latest,SUPPORTS,,,SUPPORTS
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"The claim states that ""Kyle MacLachlan has won an award called Golden Globe for Best Actor."" This statement can be considered as supporting because there is no counter-evidence provided, and it aligns with the widely known fact that Kyle MacLachlan was indeed awarded a Golden Globe for his performance in the series 'Twin Peaks.'",0.0702,"Label: SUPPORTS
Explanation: The claim states that ""Kyle MacLachlan has won an award called Golden Globe for Best Actor."" This statement can be considered as supporting because there is no counter-evidence provided, and it aligns with the widely known fact that Kyle MacLachlan was indeed awarded a Golden Globe for his performance in the series 'Twin Peaks.'"
194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.,SUPPORTS,condition_3,qwen2:latest,NOT ENOUGH INFO,"The provided evidence, ""Kyle MacLachlan,"" does not specify which award he received or in what category. While it is true that this name corresponds to a real person (an American actor), the information given doesn't allow us to classify whether he won a Golden Globe for Best Actor. We would need additional details specifying the award and its category to make an informed decision regarding the claim.",0.0571,"Label: NOT ENOUGH INFO

Explanation: The provided evidence, ""Kyle MacLachlan,"" does not specify which award he received or in what category. While it is true that this name corresponds to a real person (an American actor), the information given doesn't allow us to classify whether he won a Golden Globe for Best Actor. We would need additional details specifying the award and its category to make an informed decision regarding the claim."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_1,qwen2:latest,,,,NOT_ENOUGH_INFO
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_2,qwen2:latest,NOT ENOUGH INFO,"The claim states that ""Samsung entered the shipbuilding industries in the 1970's"", but without specific information or context, it is impossible to verify the accuracy of this statement within the provided data. While Samsung did indeed expand into various industries over several decades, including potential ventures into shipbuilding, there isn't enough information given here to confirm or deny that they entered the shipbuilding industry specifically in the 1970s.",0.0282,"Label: NOT ENOUGH INFO
Explanation: The claim states that ""Samsung entered the shipbuilding industries in the 1970's"", but without specific information or context, it is impossible to verify the accuracy of this statement within the provided data. While Samsung did indeed expand into various industries over several decades, including potential ventures into shipbuilding, there isn't enough information given here to confirm or deny that they entered the shipbuilding industry specifically in the 1970s."
56959,Samsung entered the shipbuilding industries in the 1970's.,SUPPORTS,condition_3,qwen2:latest,SUPPORTS,"The claim that Samsung entered the shipbuilding industries in the 1970s is supported by the evidence provided. This conclusion can be drawn because Samsung, a well-known multinational technology company, did indeed expand its business ventures to include shipbuilding during this time period.",0.0455,"Label: SUPPORTS
Explanation: The claim that Samsung entered the shipbuilding industries in the 1970s is supported by the evidence provided. This conclusion can be drawn because Samsung, a well-known multinational technology company, did indeed expand its business ventures to include shipbuilding during this time period."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_1,qwen2:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_2,qwen2:latest,REFUTES,"The claim states that ""Papua comprised all of Indonesian New Guinea"", which is incorrect as there are other regions in Indonesian New Guinea not included in Papua. Furthermore, stating that ""it was cultured"" doesn't provide enough information to evaluate its correctness or to classify it under either supports or refutes. Thus, the answer would be 'Refutes' because the claim directly contradicts this part of the statement.",0.029,"Label: REFUTES
Explanation: The claim states that ""Papua comprised all of Indonesian New Guinea"", which is incorrect as there are other regions in Indonesian New Guinea not included in Papua. Furthermore, stating that ""it was cultured"" doesn't provide enough information to evaluate its correctness or to classify it under either supports or refutes. Thus, the answer would be 'Refutes' because the claim directly contradicts this part of the statement."
100802,Papua comprised all of Indonesian New Guinea and it was cultured.,SUPPORTS,condition_3,qwen2:latest,SUPPORTS,"The claim that Papua comprised all of Indonesian New Guinea suggests that the region in question encompasses the entirety of what is now known as Indonesian New Guinea. The evidence provided, ""Papua (province),"" refers to one of the provinces in Indonesia that does indeed include territories commonly associated with Indonesian New Guinea.",0.0741,"Label: SUPPORTS
Explanation: The claim that Papua comprised all of Indonesian New Guinea suggests that the region in question encompasses the entirety of what is now known as Indonesian New Guinea. The evidence provided, ""Papua (province),"" refers to one of the provinces in Indonesia that does indeed include territories commonly associated with Indonesian New Guinea.

However, it should be noted that there might be a slight misinterpretation in terminology here since ""Indonesian New Guinea"" typically refers to the larger landmass which consists not only the current Indonesian province but also parts of neighboring countries like Papua New Guinea. But given this context and based solely on the information provided, we can conclude that the claim is supported by the evidence assuming it acknowledges Papua as a part of what was culturally considered or geographically labeled as Indonesian New Guinea.

In conclusion, considering the available evidence, the claim about Papua encompassing all of Indonesian New Guinea seems accurate. However, there might be a misunderstanding in terminology or geographical definition if ""Indonesian New Guinea"" is meant to explicitly include territories outside Indonesia, such as parts of western Papua New Guinea. Therefore, with the information at hand and assuming the context aligns perfectly, this claim would best support itself based on the provided evidence.

Therefore, based on the available evidence:
Label: SUPPORTS"
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_1,qwen2:latest,REFUTES,,,REFUTES
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_2,qwen2:latest,REFUTES,Ernest Medina did not participate in the My Lai Massacre. This is supported by historical evidence and documentation which clearly states that Medina was not present at the event.,0.129,"Label: REFUTES
Explanation: Ernest Medina did not participate in the My Lai Massacre. This is supported by historical evidence and documentation which clearly states that Medina was not present at the event."
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,condition_3,qwen2:latest,REFUTES,"The provided evidence, ""Ernest Medina,"" alone does not support or refute the claim that he participated in the My Lai Massacre. Without additional context, such as any statements made by Medina regarding his involvement or historical records confirming his participation, it is impossible to determine whether he was involved or not. Therefore, based on this single piece of evidence, there is ""NOT ENOUGH INFO"" to support or refute the claim. However, given that ""Ernest Medina"" could be a name shared by multiple individuals and without further context about which specific individual is being referred to, it's likely more accurate to classify this as REFUTES because the evidence does not provide enough information to confirm his involvement in the event.",0.0328,"Label: REFUTES
Explanation: The provided evidence, ""Ernest Medina,"" alone does not support or refute the claim that he participated in the My Lai Massacre. Without additional context, such as any statements made by Medina regarding his involvement or historical records confirming his participation, it is impossible to determine whether he was involved or not. Therefore, based on this single piece of evidence, there is ""NOT ENOUGH INFO"" to support or refute the claim. However, given that ""Ernest Medina"" could be a name shared by multiple individuals and without further context about which specific individual is being referred to, it's likely more accurate to classify this as REFUTES because the evidence does not provide enough information to confirm his involvement in the event."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_1,qwen2:latest,SUPPORTS,,,SUPPORTS
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"Based on the claim that it works on horror movies, this is in alignment with the fact that Hammer Film Productions was a British studio known for producing various genre films including numerous horror and suspense films during its active period from 1950s to 1980s. The categorization as 'SUPPORTS' indicates confirmation of the statement being true given the established history of Hammer Films in the genre.",0.087,"Label: SUPPORTS
Explanation: Based on the claim that it works on horror movies, this is in alignment with the fact that Hammer Film Productions was a British studio known for producing various genre films including numerous horror and suspense films during its active period from 1950s to 1980s. The categorization as 'SUPPORTS' indicates confirmation of the statement being true given the established history of Hammer Films in the genre."
169313,Hammer Film Productions has worked on horror movies.,SUPPORTS,condition_3,qwen2:latest,SUPPORTS,"The evidence provided, ""Hammer Film Productions,"" directly supports the claim that they have worked on horror movies. This is because Hammer Film Productions was a British production company known for producing various genres of films including horror, science fiction, and fantasy during its active period from the late 1950s to the mid-1980s. Therefore, it's reasonable to conclude based on this evidence that they have indeed worked on horror movies given their historical output in these genres.",0.0741,"Label: SUPPORTS
Explanation: The evidence provided, ""Hammer Film Productions,"" directly supports the claim that they have worked on horror movies. This is because Hammer Film Productions was a British production company known for producing various genres of films including horror, science fiction, and fantasy during its active period from the late 1950s to the mid-1980s. Therefore, it's reasonable to conclude based on this evidence that they have indeed worked on horror movies given their historical output in these genres."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_1,qwen2:latest,SUPPORTS,,,SUPPORTS
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"The claim that Salman Rushdie won a literary prize aligns with his actual achievements, specifically when it refers to the 1981 Whitbread Prize for Best Novel, which he won for ""Midnight's Children."" Therefore, this statement supports rather than refutes or provides insufficient information about the possibility of him winning a literary prize.",0.0727,"Label: SUPPORTS
Explanation: The claim that Salman Rushdie won a literary prize aligns with his actual achievements, specifically when it refers to the 1981 Whitbread Prize for Best Novel, which he won for ""Midnight's Children."" Therefore, this statement supports rather than refutes or provides insufficient information about the possibility of him winning a literary prize."
46308,Salman Rushdie won a literary prize.,SUPPORTS,condition_3,qwen2:latest,NOT ENOUGH INFO,"The provided evidence, ""Salman Rushdie,"" does not specify which literary prize he won. While it is well-known that Salman Rushdie has received numerous prestigious awards and recognitions for his work, the given information is insufficient to classify the claim as either supported or refuted by the evidence alone.",0.0784,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, ""Salman Rushdie,"" does not specify which literary prize he won. While it is well-known that Salman Rushdie has received numerous prestigious awards and recognitions for his work, the given information is insufficient to classify the claim as either supported or refuted by the evidence alone."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_1,qwen2:latest,SUPPORTS,,,SUPPORTS
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"This claim is supported by a list compiled by the BBC which ranked David Lloyd George as one of the 100 Greatest Britons, based on contributions to British society and culture. The title serves as evidence affirming the statement's accuracy.",0.1364,"Label: SUPPORTS
Explanation: This claim is supported by a list compiled by the BBC which ranked David Lloyd George as one of the 100 Greatest Britons, based on contributions to British society and culture. The title serves as evidence affirming the statement's accuracy."
225726,David Lloyd George was named one of the 100 Greatest Britons.,SUPPORTS,condition_3,qwen2:latest,NOT ENOUGH INFO,"The provided evidence, ""David Lloyd George"", does not offer any information about whether he was named one of the 100 Greatest Britons or not. Without additional context or details about an awarding organization or year, it is impossible to determine the truthfulness of the claim.",0.125,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, ""David Lloyd George"", does not offer any information about whether he was named one of the 100 Greatest Britons or not. Without additional context or details about an awarding organization or year, it is impossible to determine the truthfulness of the claim."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_1,qwen2:latest,SUPPORTS,,,Supports
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"The claim is straightforward and does not provide additional context that would contradict or support the information given about the movie's filming locations. Dilwale Dulhania Le Jayenge was indeed filmed partly in Switzerland, particularly at various scenic spots including Jungfrau region and Zermatt.",0.1667,"Label: SUPPORTS
Explanation: The claim is straightforward and does not provide additional context that would contradict or support the information given about the movie's filming locations. Dilwale Dulhania Le Jayenge was indeed filmed partly in Switzerland, particularly at various scenic spots including Jungfrau region and Zermatt.

The claim matches with known facts, hence it supports it rather than refuting or providing insufficient information."
88107,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.,SUPPORTS,condition_3,qwen2:latest,SUPPORTS,"The evidence ""Dilwale Dulhania Le Jayenge"" refers to the Indian romantic drama film, which is a fact. From common knowledge or research, it can be found that parts of this movie were indeed filmed in Switzerland. Therefore, the claim stating that Dilwale Dulhania Le Jayenge was partially filmed in Switzerland supports the evidence provided.",0.1379,"Label: SUPPORTS
Explanation: The evidence ""Dilwale Dulhania Le Jayenge"" refers to the Indian romantic drama film, which is a fact. From common knowledge or research, it can be found that parts of this movie were indeed filmed in Switzerland. Therefore, the claim stating that Dilwale Dulhania Le Jayenge was partially filmed in Switzerland supports the evidence provided."
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_1,qwen2:latest,SUPPORTS,,,SUPPORTS
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"The claim that ""John S. McCain Jr. grew up in Washington, D.C."" can be confirmed by historical records and biographical information available about his life. McCain was indeed born in the Panama Canal Zone to U.S. citizens but moved to Washington, D.C., as a child when his father served as an officer in the Navy, which makes it accurate to state that he grew up there according to common understanding of the phrase ""grew up.""",0.0976,"Label: SUPPORTS
Explanation: The claim that ""John S. McCain Jr. grew up in Washington, D.C."" can be confirmed by historical records and biographical information available about his life. McCain was indeed born in the Panama Canal Zone to U.S. citizens but moved to Washington, D.C., as a child when his father served as an officer in the Navy, which makes it accurate to state that he grew up there according to common understanding of the phrase ""grew up."""
21564,"John S. McCain Jr. grew up in Washington, D.C.",SUPPORTS,condition_3,qwen2:latest,NOT ENOUGH INFO,"The evidence provided, ""John S. McCain Jr."", does not offer any information about where he grew up. Without additional context or details, it's impossible to determine if the claim that he grew up in Washington, D.C. is supported, refuted, or accurate based on this single piece of data.",0.1481,"Label: NOT ENOUGH INFO
Explanation: The evidence provided, ""John S. McCain Jr."", does not offer any information about where he grew up. Without additional context or details, it's impossible to determine if the claim that he grew up in Washington, D.C. is supported, refuted, or accurate based on this single piece of data."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_1,qwen2:latest,NOT ENOUGH INFO,,,NOT ENOUGH INFO
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_2,qwen2:latest,NOT ENOUGH INFO,"The claim does not provide enough information to classify it as either supporting or refuting the statement ""The Dodo has been depicted with a green beak."" It only presents an assertion about coloration without any context on whether this depiction is accurate, common, or atypical in illustrations and representations of the species.",0.0377,"Label: NOT ENOUGH INFO
Explanation: The claim does not provide enough information to classify it as either supporting or refuting the statement ""The Dodo has been depicted with a green beak."" It only presents an assertion about coloration without any context on whether this depiction is accurate, common, or atypical in illustrations and representations of the species."
23729,The Dodo has been depicted with a green beak.,SUPPORTS,condition_3,qwen2:latest,NOT ENOUGH INFO,"The provided evidence, ""Dodo"", does not offer any information about the color of the dodo's beak. Therefore, there is not enough information to support or refute the claim that the Dodo has been depicted with a green beak.",0.05,"Label: NOT ENOUGH INFO
Explanation: The provided evidence, ""Dodo"", does not offer any information about the color of the dodo's beak. Therefore, there is not enough information to support or refute the claim that the Dodo has been depicted with a green beak."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_1,qwen2:latest,REFUTES,,,REFUTES
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"The statement aligns with the current ownership status of Planet Hollywood Las Vegas, which is indeed operated by Caesars Entertainment Corporation as per public records and business listings.",0.25,"Label: SUPPORTS
Explanation: The statement aligns with the current ownership status of Planet Hollywood Las Vegas, which is indeed operated by Caesars Entertainment Corporation as per public records and business listings."
161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.,SUPPORTS,condition_3,qwen2:latest,SUPPORTS,"The claim that ""Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation"" can be supported based on the evidence provided, which directly names Planet Hollywood Las Vegas. This indicates that Planet Hollywood Las Vegas is indeed being referred to in this context, and if true, would mean it falls under the ownership of Caesars Entertainment Corporation as stated. To further verify the claim's validity, one might need additional supporting information such as official documentation or public statements from either company confirming the ownership relationship.",0.0889,"Label: SUPPORTS
Explanation: The claim that ""Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation"" can be supported based on the evidence provided, which directly names Planet Hollywood Las Vegas. This indicates that Planet Hollywood Las Vegas is indeed being referred to in this context, and if true, would mean it falls under the ownership of Caesars Entertainment Corporation as stated. To further verify the claim's validity, one might need additional supporting information such as official documentation or public statements from either company confirming the ownership relationship."
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_1,qwen2:latest,SUPPORTS,,,SUPPORTS
227773,Lyon is the third-largest city in France.,SUPPORTS,condition_2,qwen2:latest,SUPPORTS,"According to available data, Lyon indeed ranks as the third largest city in terms of population size in France, following Paris and Marseille.",0.0833,"Label: SUPPORTS
Explanation: According to available data, Lyon indeed ranks as the third largest city in terms of population size in France, following Paris and Marseille."
